31, NE, 1, 0, 1, 0
31, NE, 02, 00252000, 2, 0
31, NE, 02, 00014000, 1, 00210
31, NE, 04, 00069000, 4, 0
31, NE, 1, 0, 1, 0
31, NE, 04, 00042000, 1, 00450
31, NE, 02, 00067700, 2, 0
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 1, 0
31, NE, 02, 00018800, 3, 0
31, NE, 06, 00086440, 3, 0
31, NE, 1, 0, 1, 0
31, NE, 05, 00065000, 6, 0
31, NE, 03, 00087900, 3, 0
31, NE, 1, 0, 0, 00300
31, NE, 1, 0, 2, 0
31, NE, 05, 00051500, 1, 0
31, NE, 02, 00082000, 2, 0
31, NE, 04, 00062700, 3, 0
31, NE, 1, 0, 0, 00230
31, NE, 02, 00027300, 4, 0
31, NE, 02, 00041600, 1, 00750
31, NE, 1, 0, 0, 0
31, NE, 1, 0, 2, 0
31, NE, 03, 00055690, 3, 0
31, NE, 06, 00081500, 2, 0
31, NE, 02, 00078000, 2, 0
31, NE, 03, 00085000, 3, 0
31, NE, 02, 00034200, 3, 0
31, NE, 1, 0, 1, 0
31, NE, 02, 00042800, 2, 0
31, NE, 02, 00024900, 3, 00700
31, NE, 02, 00029780, 2, 0
31, NE, 1, 0, 3, 0
31, NE, 1, 0, 2, 0
31, NE, 04, 00080000, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 02, 00072000, 2, 0
31, NE, 02, 00022300, 1, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 0, 0
31, NE, 1, 0, 0, 0
31, NE, 02, 00085300, 2, 0
31, NE, 02, 00079000, 3, 0
31, NE, 1, 0, 1, 00340
31, NE, 1, 0, 0, 0
31, NE, 03, 00064000, 2, 0
31, NE, 1, 0, 1, 00600
31, NE, 1, 0, 1, 00620
31, NE, 1, 0, 2, 0
31, NE, 02, 00041200, 2, 0
31, NE, 02, 00087600, 5, 0
31, NE, 03, 00093800, 2, 0
31, NE, 04, 00061000, 1, 00600
31, NE, 04, 00020000, 1, 0
31, NE, 1, 0, 0, 0
31, NE, 03, 00160200, 1, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 0, 0
31, NE, 03, 00016200, 1, 00770
31, NE, 03, 00044600, 2, 0
31, NE, 02, 00057700, 2, 0
31, NE, 02, 00046000, 1, 0
31, NE, 05, 00117000, 4, 0
31, NE, 07, 00057220, 3, 0
31, NE, 1, 0, 1, 0
31, NE, 04, 00101000, 2, 0
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 03, 00031000, 2, 0
31, NE, 02, 00046000, 6, 0
31, NE, 02, 0, 1, 0
31, NE, 1, 0, 1, 0
31, NE, 04, 00040100, 3, 0
31, NE, 04, 00033000, 3, 0
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 4, 0
31, NE, 04, 00032000, 3, 0
31, NE, 04, 00139000, 2, 0
31, NE, 04, 00053000, 2, 0
31, NE, 05, 00060100, 5, 0
31, NE, 04, 00091000, 3, 0
31, NE, 07, 00032000, 2, 0
31, NE, 1, 0, 0, 00200
31, NE, 04, 00078700, 4, 0
31, NE, 04, 00021000, 2, 00300
31, NE, 02, 00045600, 1, 0
31, NE, 1, 0, 1, 00330
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 1, 00500
31, NE, 1, 0, 1, 0
31, NE, 02, 00027520, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 0, 0
31, NE, 1, 0, 1, 00650
31, NE, 1, 0, 0, 00250
31, NE, 1, 0, 2, 0
31, NE, 03, 00031000, 2, 0
31, NE, 1, 0, 1, 00750
31, NE, 1, 0, 2, 0
31, NE, 1, 0, 1, 00300
31, NE, 02, 00051720, 4, 0
31, NE, 04, 00088000, 6, 0
31, NE, 04, 00026800, 1, 00600
31, NE, 1, 0, 2, 0
31, NE, 03, 00051000, 2, 0
31, NE, 04, 00082800, 2, 0
31, NE, 02, 00117700, 2, 0
31, NE, 1, 0, 1, 0
31, NE, 1, 0, 0, 0
31, NE, 05, 00042000, 2, 0
31, NE, 1, 0, 0, 0
31, NE, 1, 0, 1, 00400
31, NE, 1, 0, 1, 00500
