30, MT, 1, 0, 0, 0
30, MT, 03, 00061000, 4, 0
30, MT, 03, 00026000, 1, 0
30, MT, 1, 0, 0, 0
30, MT, 04, 00067900, 1, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 00103000, 3, 0
30, MT, 1, 0, 1, 00330
30, MT, 02, 00060000, 3, 0
30, MT, 03, 00069000, 3, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 00044200, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 1, 00250
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 04, 00038000, 4, 0
30, MT, 1, 0, 0, 0
30, MT, 05, 00074700, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 1, 00580
30, MT, 04, 00058000, 6, 0
30, MT, 02, 00065000, 2, 0
30, MT, 03, 00056100, 3, 01200
30, MT, 1, 0, 0, 00130
30, MT, 1, 0, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 05, 00026000, 3, 00350
30, MT, 02, 00043400, 2, 0
30, MT, 1, 0, 1, 00300
30, MT, 1, 0, 0, 0
30, MT, 04, 00062000, 3, 0
30, MT, 02, 00048200, 3, 0
30, MT, 1, 0, 1, 00280
30, MT, 02, 00052000, 3, 0
30, MT, 03, 00023800, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 03, 00123900, 2, 0
30, MT, 02, 00217000, 3, 0
30, MT, 02, 00023200, 6, 0
30, MT, 05, 00125000, 3, 0
30, MT, 03, 00066600, 3, 0
30, MT, 1, 0, 1, 0
30, MT, 04, 00041100, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 0, 00190
30, MT, 1, 0, 1, 0
30, MT, 1, 0, 0, 0
30, MT, 03, 00090100, 3, 0
30, MT, 02, 00023300, 4, 0
30, MT, 05, 00014000, 6, 0
30, MT, 06, 00066000, 3, 0
30, MT, 1, 0, 1, 00560
30, MT, 1, 0, 0, 0
30, MT, 02, 00052400, 2, 0
30, MT, 04, 00075820, 6, 0
30, MT, 1, 0, 3, 0
30, MT, 1, 0, 3, 0
30, MT, 02, 00058000, 2, 0
30, MT, 02, 00056000, 4, 0
30, MT, 1, 0, 0, 00400
30, MT, 05, 00050690, 3, 0
30, MT, 03, 00029000, 3, 0
30, MT, 1, 0, 1, 00280
30, MT, 04, 00051501, 4, 0
30, MT, 02, 00022700, 3, 0
30, MT, 03, 00038100, 3, 0
30, MT, 02, 00035800, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 03, 00053200, 3, 0
30, MT, 02, 00026000, 1, 0
30, MT, 04, 00057800, 0, 0
30, MT, 1, 0, 1, 00630
30, MT, 1, 0, 1, 0
30, MT, 06, 00028230, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 0, 2, 00300
30, MT, 1, 0, 2, 0
30, MT, 1, 0, 4, 0
30, MT, 1, 0, 0, 0
30, MT, 04, 00072000, 4, 0
30, MT, 1, 0, 0, 0
30, MT, 1, 0, 1, 0
30, MT, 02, 00134500, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 04, 00026000, 2, 00780
30, MT, 1, 0, 3, 0
30, MT, 02, 00011600, 0, 00850
30, MT, 02, 00029400, 2, 0
30, MT, 02, 00127500, 5, 0
30, MT, 04, 00041300, 3, 0
30, MT, 1, 0, 2, 0
30, MT, 02, 00045800, 2, 0
30, MT, 02, 00061000, 2, 0
30, MT, 05, 00083860, 3, 0
30, MT, 1, 0, 0, 0
30, MT, 04, 00057300, 2, 0
30, MT, 04, 00099000, 3, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 00042500, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 00027300, 3, 0
30, MT, 05, 00061920, 3, 00450
30, MT, 1, 0, 1, 0
30, MT, 02, 00047500, 2, 0
30, MT, 02, 00026000, 3, 0
30, MT, 03, 00016600, 3, 0
30, MT, 02, 00052000, 3, 0
30, MT, 04, 00051000, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 02, 00061000, 2, 0
30, MT, 1, 0, 5, 0
30, MT, 05, 00015500, 2, 00290
30, MT, 1, 0, 1, 00600
30, MT, 1, 0, 3, 0
30, MT, 1, 0, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 02, 00071600, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 1, 0, 0, 0
30, MT, 1, 0, 1, 00500
30, MT, 02, 00058200, 3, 0
30, MT, 1, 0, 3, 00630
30, MT, 02, 00070000, 3, 0
30, MT, 02, 00063000, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 02, 00051150, 2, 0
30, MT, 02, 00026100, 2, 00890
30, MT, 1, 0, 0, 0
30, MT, 02, 00075900, 2, 0
30, MT, 03, 00023600, 3, 0
30, MT, 04, 00097300, 3, 0
30, MT, 1, 0, 0, 00220
30, MT, 02, 00023000, 3, 00400
30, MT, 02, 00024000, 3, 0
30, MT, 04, 00067000, 3, 0
30, MT, 1, 0, 2, 0
30, MT, 1, 0, 5, 0
30, MT, 03, 00035500, 1, 00880
30, MT, 1, 0, 1, 00500
30, MT, 1, 0, 1, 0
30, MT, 03, 00073100, 4, 0
30, MT, 1, 0, 2, 00480
30, MT, 02, 0, 1, 00640
30, MT, 02, 00084300, 2, 0
30, MT, 02, 00209704, 2, 0
30, MT, 02, 00027200, 3, 0
30, MT, 02, 00038200, 2, 0
30, MT, 1, 0, 0, 0
30, MT, 1, 0, 1, 00160
30, MT, 02, 00049800, 2, 0
30, MT, 1, 0, 1, 0
30, MT, 03, 00022000, 1, 0
30, MT, 1, 0, 0, 0
30, MT, 05, 00070020, 3, 00980
30, MT, 1, 0, 2, 0
